"ID","Nome","Total de Empregos","Cor"
"8414","Trabalhadores na Fabricação e Conservação de Alimentos","76,3 Mil","#ffc41c"
"8415","Trabalhadores na Fabricação de Laticínios","24,7 Mil","#ffc41c"
"8416","Trabalhadores na Industrialização de Café e Mate","2,86 Mil","#ffc41c"
"8417","Trabalhadores na Fabricação de Bebidas","10,3 Mil","#ffc41c"
"8418","Operadores de Equipamentos de Massas","36 Mil","#ffc41c"
"8421","Cigarreiros e Beneficiadores de Fumo","4,46 Mil","#ffc41c"
"8422","Charuteiros","645","#ffc41c"
"8423","Cigarreiros","0","#ffc41c"
"8481","Artesãos na Conservação de Alimentos","14,5 Mil","#ffc41c"
"8482","Artesãos na Fabricação de Laticínios","5,92 Mil","#ffc41c"
"8483","Padeiros e Confeiteiros","209 Mil","#ffc41c"
"8484","Trabalhadores na Degustação","5,37 Mil","#ffc41c"
"8485","Magarefes","395 Mil","#ffc41c"
"8486","Artesãos na Indústria do Fumo","612","#ffc41c"
"8601","Supervisores da Produção de Utilidades","12 Mil","#ffc41c"
"8611","Operadores de Geração de Energia","8,82 Mil","#ffc41c"
"8612","Operadores de Distribuição de Energia","2,45 Mil","#ffc41c"
"8621","Operadores de Máquinas a Vapor","199 Mil","#ffc41c"
"8622","Operadores de Instalações de Água","22,1 Mil","#ffc41c"
"8623","Operadores de Instalações de Esgoto","17,2 Mil","#ffc41c"
"8624","Operadores de Instalações de Gás","3,03 Mil","#ffc41c"
"8625","Operadores de Instalações de Refrigeração","4,11 Mil","#ffc41c"
"9101","Supervisores de Manutenção de Máquinas","30,8 Mil","#581f05"
"9102","Supervisores de Manutenção Veicular","7,33 Mil","#581f05"
"9109","Outros Supervisores de Reparação e Manutenção","1,93 Mil","#581f05"
"9111","Mecânicos de Bombas e Motores","21,8 Mil","#581f05"
"9112","Mecânicos de Aparelhos de Refrigeração","26,6 Mil","#581f05"
"9113","Mecânicos de Máquinas Industriais","212 Mil","#581f05"
"9131","Mecânicos de Máquinas Pesadas","34,1 Mil","#581f05"
"9141","Mecânicos de Manutenção de Aeronaves","12,4 Mil","#581f05"
"9142","Mecânicos de Manutenção de Equipamentos Navais","1,12 Mil","#581f05"
"9143","Mecânicos de Manutenção Metroferroviária","9,5 Mil","#581f05"
"9144","Mecânicos de Veículos Automotores","241 Mil","#581f05"
"9151","Técnicos em Manutenção de Instrumentos de Medição","3,91 Mil","#581f05"
"9152","Restauradores de Instrumentos Musicais","187","#581f05"
"9153","Técnicos em Manutenção de Equipamentos Biomédicos","2,21 Mil","#581f05"
"9154","Reparadores de Equipamentos Fotográficos","120","#581f05"
"9191","Lubrificadores","28,1 Mil","#581f05"
"9192","Trabalhadores de Manutenção de Roçadeiras","24,2 Mil","#581f05"
"9193","Mecânicos de Equipamentos Esportivos","7,39 Mil","#581f05"
"9501","Supervisores de Manutenção Eletroeletrônica","14,2 Mil","#581f05"
"9502","Supervisores de Eletroeletrônica Veicular","2,58 Mil","#581f05"
"9503","Supervisores de Manutenção Eletromecânica","7,21 Mil","#581f05"
"9511","Eletricistas de Manutenção Eletroeletrônica","115 Mil","#581f05"
"9513","Técnicos de Sistemas Eletroeletrônicos de Segurança","14,1 Mil","#581f05"
"9531","Eletricistas Eletrônicos de Manutenção Veicular","32,1 Mil","#581f05"
"9541","Técnicos de Elevadores","24,1 Mil","#581f05"
"9542","Reparadores de Aparelhos Eletrodomésticos","2,9 Mil","#581f05"
"9543","Reparadores de Equipamentos de Escritório","2,03 Mil","#581f05"
"9911","Trabalhadores da Manutenção de Trilhos","9,49 Mil","#581f05"
"9912","Mantenedores de Parques de Diversões","1,53 Mil","#581f05"
"9913","Reparadores de Carrocerias de Veículos","43,8 Mil","#581f05"
"9914","Mantenedores de Edificações","0","#581f05"
"9921","Mecânicos Veicular Básico","46,6 Mil","#581f05"
"9922","Trabalhadores de Conservação de Estradas","212 Mil","#581f05"
"xxxx","Não Declarada","817 Mil","#C7C7C7"
